0	14.389146	0.775757	70.079290	10.000000	10.000000
50000	18.145486	0.571512	83.523295	15.000000	10.000000
100000	22.471737	0.483584	89.426312	20.000000	10.000314
150000	26.970793	0.342351	93.539175	25.000000	10.001021
200000	31.799719	0.346844	94.733937	30.000000	10.002278
250000	36.464945	0.286140	96.504497	34.999999	10.004241
300000	40.632470	0.218397	96.503243	39.999999	10.007069
350000	45.832578	0.259466	97.821229	44.999997	10.010917
400000	51.274929	0.205448	97.863370	49.999995	10.015944
450000	56.439025	0.216273	98.464397	54.999990	10.022305
500000	61.259674	0.206922	98.670696	59.999984	10.030159
550000	65.550414	0.141686	98.769846	64.999975	10.039663
600000	71.039815	0.116841	99.374744	69.999962	10.050972
650000	75.764400	0.095427	99.379171	74.999945	10.064246
700000	80.824316	0.146090	99.884170	79.999921	10.079639
750000	85.129293	0.080603	98.963324	84.999890	10.097311
800000	90.384916	0.089859	98.934859	89.999849	10.117417
850000	95.435174	0.106034	99.340516	94.999798	10.140115
900000	100.645132	0.135785	99.692725	99.999733	10.165562
950000	104.986974	0.081817	99.997911	104.999652	10.193914
1000000	110.343516	0.136091	99.897357	109.999554	10.225330
1050000	115.270474	0.109196	98.955958	114.999434	10.259966
1100000	119.807930	0.077305	100.089046	119.999289	10.297979
1150000	124.999340	0.110383	99.564601	124.999116	10.339526
1200000	130.081122	0.041996	99.238108	129.998911	10.384764
1250000	134.966743	0.132731	99.612454	134.998670	10.433851
1300000	140.871950	0.049295	100.351527	139.998388	10.486943
1350000	144.933127	0.050216	99.638396	144.998060	10.544197
1400000	151.271134	-0.012278	99.749831	149.997681	10.605771
1450000	155.493266	0.042003	99.973133	154.997245	10.671821
1500000	160.811688	0.095074	99.550928	159.996745	10.742504
1550000	165.363176	0.079748	99.927245	164.996175	10.817978
1600000	170.385846	0.055370	99.457462	169.995528	10.898399
1650000	175.503515	0.081311	100.199663	174.994796	10.983925
1700000	180.515731	0.048144	99.900391	179.993972	11.074712
1750000	185.227673	0.117828	100.057748	184.993046	11.170917
1800000	189.526662	0.065987	99.691252	189.992009	11.272698
1850000	195.557475	0.038283	100.056257	194.990853	11.380211
1900000	200.682680	0.059460	100.038812	199.989567	11.493612
1950000	205.454741	0.088592	100.290686	204.988139	11.613060
2000000	209.932615	0.030560	100.042772	209.986560	11.738711
2050000	214.899860	0.057547	100.217006	214.984817	11.870721
2100000	219.704099	0.029527	100.057337	219.982897	12.009247
2150000	225.385926	0.035856	99.540791	224.980788	12.154447
2200000	230.139010	0.046105	99.996527	229.978476	12.306476
2250000	235.221216	0.035996	100.395236	234.975946	12.465493
2300000	240.952185	0.041498	99.894310	239.973184	12.631652
2350000	245.158681	0.029656	100.181853	244.970174	12.805112
2400000	250.806961	0.091928	100.190743	249.966899	12.986028
2450000	255.989573	0.076187	99.775343	254.963343	13.174558
2500000	260.211649	0.021884	100.593289	259.959488	13.370857
2550000	265.762173	0.022832	100.009851	264.955315	13.575082
2600000	270.504851	0.045101	100.378943	269.950805	13.787390
2650000	275.732086	0.085713	100.269235	274.945938	14.007936
2700000	279.861684	0.070811	100.263295	279.940693	14.236878
2750000	285.127206	0.074907	100.219871	284.935049	14.474372
2800000	290.552186	0.062571	100.217146	289.928983	14.720573
2850000	295.764693	0.084216	99.494880	294.922472	14.975638
2900000	300.360488	0.047180	99.790802	299.915492	15.239723
2950000	304.772025	0.008181	100.143873	304.908019	15.512984
3000000	310.458951	0.046919	99.901240	309.900026	15.795577
3050000	315.250074	0.040267	99.450221	314.891487	16.087657
3100000	320.402567	0.048859	99.829968	319.882374	16.389381
3150000	324.622230	0.092351	99.700329	324.872659	16.700903
3200000	330.471391	0.025107	99.907598	329.862313	17.022380
3250000	335.639879	0.006717	100.360941	334.851305	17.353967
3300000	340.024274	0.015564	99.839462	339.839604	17.695820
3350000	345.579471	0.081108	100.285544	344.827178	18.048093
3400000	350.344668	0.066074	99.676436	349.813994	18.410942
3450000	354.763895	0.034549	99.996485	354.800017	18.784521
3500000	360.402424	0.076205	100.037068	359.785213	19.168986
3550000	365.308928	0.051184	99.616045	364.769545	19.564492
3600000	370.550726	0.015420	100.028297	369.752976	19.971192
3650000	374.870173	0.037561	100.241106	374.735467	20.389242
3700000	379.731480	0.040739	100.072686	379.716980	20.818796
3750000	385.266322	0.093760	100.026787	384.697474	21.260008
3800000	389.920361	0.040743	99.463108	389.676908	21.713032
3850000	395.437927	0.088025	99.540444	394.655238	22.178021
3900000	400.436638	-0.001383	100.162030	399.632422	22.655130
3950000	405.473335	0.095800	99.732854	404.608413	23.144512
4000000	410.873848	0.091672	100.131617	409.583167	23.646321
4050000	415.301193	0.050216	100.030225	414.556636	24.160709
4100000	419.880826	0.082293	100.081444	419.528771	24.687829
4150000	425.117531	0.055503	100.529873	424.499524	25.227834
4200000	430.576792	0.072718	100.026737	429.468842	25.780877
4250000	434.824463	0.025311	99.670839	434.436675	26.347110
4300000	440.301273	0.067945	99.475866	439.402970	26.926684
4350000	445.026031	0.079716	100.430160	444.367670	27.519753
4400000	450.884145	0.043754	99.606445	449.330722	28.126466
4450000	455.542895	0.072429	100.028814	454.292068	28.746976
4500000	459.353218	0.047938	99.654295	459.251649	29.381433
4550000	465.026846	0.028452	99.789598	464.209407	30.029988
4600000	469.678249	0.091671	99.207250	469.165279	30.692792
4650000	475.346242	0.046520	99.907362	474.119205	31.369995
4700000	480.191782	0.067717	99.690445	479.071120	32.061747
4750000	484.609349	0.099595	99.521609	484.020959	32.768197
4800000	490.304955	0.113454	99.041191	488.968657	33.489494
4850000	494.687310	0.058408	99.630779	493.914145	34.225787
4900000	500.661668	0.070832	99.910266	498.857355	34.977225
4950000	505.262131	0.094382	99.917535	503.798215	35.743957
5000000	509.986480	0.111213	99.665442	508.736655	36.526129
5050000	515.715497	0.094121	99.477223	513.672600	37.323889
5100000	519.818339	0.048764	99.113180	518.605977	38.137384
5150000	524.926290	0.062785	99.860290	523.536708	38.966762
5200000	529.704475	0.046316	99.957764	528.464717	39.812167
5250000	534.480065	0.061299	99.722457	533.389923	40.673746
5300000	539.682985	0.112003	100.110265	538.312247	41.551645
5350000	544.695730	0.047150	99.438233	543.231606	42.446008
5400000	549.940484	0.049555	99.146590	548.147916	43.356979
5450000	554.945773	0.084336	99.557050	553.061093	44.284703
5500000	559.932687	0.098495	99.076970	557.971049	45.229322
5550000	564.422530	0.054860	99.650655	562.877696	46.190981
5600000	570.598582	0.083578	99.030494	567.780944	47.169821
5650000	574.474214	0.067526	99.302949	572.680703	48.165985
5700000	579.608353	0.091788	98.908720	577.576878	49.179613
5750000	584.776855	0.075315	98.965226	582.469375	50.210847
5800000	589.729862	0.069646	98.795959	587.358098	51.259827
5850000	594.328204	0.096620	99.167661	592.242949	52.326692
5900000	599.513768	0.141229	99.359940	597.123829	53.411581
5950000	604.671246	0.123563	99.396937	602.000636	54.514634
6000000	609.593127	0.065896	99.707068	606.873268	55.635987
6050000	614.589052	0.127195	98.940683	611.741619	56.775778
6100000	619.639051	0.108479	98.836591	616.605584	57.934143
6150000	623.969197	0.095769	98.614577	621.465056	59.111219
6200000	628.644277	0.053094	99.334937	626.319924	60.307139
6250000	634.475375	0.134811	98.964150	631.170077	61.522039
6300000	639.014986	0.088490	98.626913	636.015402	62.756053
6350000	643.975267	0.104189	98.670147	640.855785	64.009312
6400000	648.466437	0.141672	98.916311	645.691110	65.281949
6450000	653.544666	0.098114	98.558922	650.521257	66.574097
6500000	658.747841	0.096022	98.931186	655.346107	67.885884
6550000	663.922542	0.124284	98.850921	660.165539	69.217440
6600000	668.593683	0.053003	99.149497	664.979428	70.568896
6650000	674.103772	0.134130	98.712906	669.787650	71.940378
6700000	678.434280	0.089202	98.281612	674.590078	73.332013
6750000	683.423932	0.097624	98.679829	679.386583	74.743929
6800000	688.792483	0.158517	98.437890	684.177034	76.176250
6850000	693.185226	0.153956	97.740844	688.961298	77.629100
6900000	697.987953	0.118380	98.344633	693.739242	79.102603
6950000	702.742501	0.135955	98.390401	698.510730	80.596881
7000000	708.142563	0.090876	98.123748	703.275623	82.112057
7050000	712.839800	0.077809	98.469046	708.033781	83.648249
7100000	717.748146	0.135707	98.187785	712.785064	85.205577
7150000	722.917046	0.071289	98.313024	717.529327	86.784161
7200000	727.154684	0.124717	97.904654	722.266425	88.384116
7250000	732.456090	0.155398	97.680505	726.996212	90.005559
7300000	737.227677	0.129383	97.878881	731.718537	91.648605
7350000	742.167924	0.153228	97.463235	736.433250	93.313368
7400000	747.126440	0.143240	97.392601	741.140198	94.999960
7450000	751.678595	0.143190	97.604232	745.839227	96.708493
7500000	757.061987	0.113066	97.653712	750.530179	98.439077
7550000	762.406482	0.099988	97.333523	755.212897	100.191820
7600000	766.921428	0.176390	97.122897	759.887219	101.966831
7650000	771.067205	0.138913	97.239810	764.552984	103.764216
7700000	776.308516	0.169317	97.276127	769.210026	105.584080
7750000	781.603345	0.158535	96.403393	773.858181	107.426526
7800000	786.083153	0.105120	97.054492	778.497279	109.291658
7850000	790.884786	0.140702	97.057836	783.127152	111.179575
7900000	795.734989	0.116564	97.083185	787.747626	113.090378
7950000	800.810212	0.163295	96.558903	792.358528	115.024164
8000000	805.080803	0.155110	97.011288	796.959683	116.981030
8050000	810.740255	0.170903	96.503823	801.550911	118.961071
8100000	815.301741	0.158365	96.273550	806.132035	120.964382
8150000	820.418535	0.191213	96.351566	810.702872	122.991053
8200000	825.373024	0.184995	96.844739	815.263239	125.041175
8250000	829.103245	0.115395	96.245342	819.812949	127.114838
8300000	834.352197	0.186339	95.943192	824.351817	129.212127
8350000	839.736926	0.133959	96.010665	828.879652	131.333130
8400000	844.046063	0.170208	96.308470	833.396263	133.477929
8450000	848.324561	0.166033	95.612866	837.901458	135.646607
8500000	853.376714	0.187761	95.500046	842.395040	137.839245
8550000	858.447648	0.159801	95.957623	846.876813	140.055920
8600000	863.201980	0.113117	95.574848	851.346578	142.296710
8650000	867.903731	0.202609	95.519441	855.804134	144.561690
8700000	872.695592	0.184402	95.521401	860.249278	146.850932
8750000	877.422877	0.168859	95.235091	864.681806	149.164509
8800000	882.271534	0.198786	94.665533	869.101510	151.502489
8850000	887.338307	0.204478	94.758547	873.508182	153.864940
8900000	891.758277	0.128414	95.155925	877.901612	156.251927
8950000	896.827894	0.107321	94.587080	882.281588	158.663514
9000000	900.997707	0.182015	94.930277	886.647894	161.099761
9050000	905.647177	0.142305	94.189592	891.000316	163.560728
9100000	911.184685	0.143619	93.730836	895.338634	166.046473
9150000	915.367182	0.182437	93.878414	899.662629	168.557050
9200000	919.944869	0.195017	93.952978	903.972079	171.092513
9250000	924.541892	0.180646	93.886975	908.266761	173.652911
9300000	929.666900	0.125380	93.599261	912.546449	176.238293
9350000	934.650635	0.219531	93.773620	916.810915	178.848706
9400000	938.966853	0.185249	92.874061	921.059931	181.484193
9450000	943.243960	0.195736	93.217472	925.293265	184.144796
9500000	948.225984	0.131066	93.263422	929.510685	186.830554
9550000	952.739899	0.195700	92.731059	933.711955	189.541504
9600000	957.088465	0.233078	93.186818	937.896841	192.277680
9650000	961.924571	0.188436	93.105713	942.065102	195.039114
9700000	966.606808	0.182623	92.975691	946.216500	197.825836
